concept URI,concept prefLabel,field,old value,new value,action,language
http://data.europa.eu/esco/skill/c0e61be1-be87-4774-bdef-db9f6994f3b9,link data between all inland business units,description,"Link data between all divisions and inland business units, such as harbour docking, ship assist and barge shifting,  to inland barge transportation, towing, and launch services.","Link data between all divisions and inland business units, such as harbour docking, ship assist and barge shifting, to inland barge transportation, towing, and launch services.",Updated,en
http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535,use microsoft office,altLabel,,use MS Word,Added,en
http://data.europa.eu/esco/skill/76ef6ed3-1658-4a1a-9593-204d799c6d0c,NoSQL,altLabel,,NoSQL non-relational database,Added,en
http://data.europa.eu/esco/skill/d56358e4-3bcc-4b5d-981d-ea15b2743e9e,quality control systems,altLabel,,recovery materials quality control systems,Added,en
http://data.europa.eu/esco/skill/9ba8fd27-275d-4bad-8c48-f668aa99a578,balance database resources,altLabel,,stabilise database resources,Added,en
http://data.europa.eu/esco/skill/aa2a10db-ba2d-4e2c-a6e0-14848c64c10b,show impartiality in an assessment situation,altLabel,show impartiality during candidates assessment,show impartiality during candidates assessment,Updated,en
http://data.europa.eu/esco/skill/6cb9c23b-e3bc-4917-b588-26c4cef9d920,maintenance operations,altLabel,,battery maintenance operations,Added,en
http://data.europa.eu/esco/skill/b9aad733-959a-4178-984f-53e4bd05b420,maintain internet protocol configuration,altLabel,,maintain TCP configuration,Added,en
http://data.europa.eu/esco/skill/A1.9,make an effort,scopeNote,"Excludes:
- Persist; see A1.14","Excludes:
- Persist; see A1.14.",Updated,en
http://data.europa.eu/esco/skill/5b69bfea-5138-409d-b614-9c20d10679c0,peer group methods,description,"The techniques relevant for peer group education, where each member is encouraged to express or exchnage a particular type of behaviour or piece of information.","The techniques relevant for peer group education, where each member is encouraged to express or exchange a particular type of behaviour or piece of information.",Updated,en
http://data.europa.eu/esco/skill/4570a262-b51f-46a1-a834-13ff67bee1c8,decentralised identifiers,prefLabel,decentralised identifiers ,decentralised identifiers,Updated,en
http://data.europa.eu/esco/skill/29b9e589-301a-4c5e-95c6-cf85c7b49072,handle jewellery and watches insurance claims,altLabel,operate  jewellery and watches insurance claims,operate jewellery and watches insurance claims,Updated,en
http://data.europa.eu/esco/skill/c1df8590-4b5a-4598-84a1-431f639ba66c,analyse ICT technical proposals,description,"Compare and assess technical requirements of an ICT product, service or solution in terms of quality, costs and compliance to specifications","Compare and assess technical requirements of an ICT product, service or solution in terms of quality, costs and compliance to specifications.",Updated,en
http://data.europa.eu/esco/skill/6fa43c9c-6178-4046-8b2f-ff5ee131fa33,create exercise programmes for health risks,altLabel,create exercise programs  for health risks,create exercise programs for health risks,Updated,en
http://data.europa.eu/esco/skill/d11fd23b-ad01-4f12-85f4-e0d2ed16d5af,functional properties of foods,description,"Structure, quality, nutritional value and/or acceptability of a food product. A food functional property is determined by physical, chemical and/or organoleptic properties of a food. Examples of a functional property may include solubility, absorption, water retention, frothing ability, elasticity, and absorptive capacity for fats and foreign particles. 
 
 
 ","Structure, quality, nutritional value and/or acceptability of a food product. A food functional property is determined by physical, chemical and/or organoleptic properties of a food. Examples of a functional property may include solubility, absorption, water retention, frothing ability, elasticity, and absorptive capacity for fats and foreign particles.",Updated,en
http://data.europa.eu/esco/skill/4f5ccaad-0e4f-4e9f-8246-47765564387d,upgrade firmware,altLabel,,update basic software in devices,Added,en
http://data.europa.eu/esco/skill/b29e0c5c-7d3a-44a8-a182-75374abd4e76,analyse weather forecast,altLabel,analyze  weather forecast,analyze weather forecast,Updated,en
http://data.europa.eu/esco/skill/2fcb2f35-b6ee-4e58-8975-08e74a93926b,organise shellfish depuration,description,Plan and monitor cleaning of shellfish from impurities. ,Plan and monitor cleaning of shellfish from impurities.,Updated,en
http://data.europa.eu/esco/skill/c9e96450-421d-48af-9ee6-d9c50e29afc2,ICT recovery techniques,altLabel,,ICT recovery techniques for damaged and corrupted software components,Added,en
http://data.europa.eu/esco/skill/8764d4b1-e069-44f2-8baa-fb1eee1850ec,Oracle Application Development Framework,altLabel,,Oracle ADF,Added,en
http://data.europa.eu/esco/skill/be64bb4c-84ac-4c83-8cc7-fc8593e15136,test system accessibility for users with special needs,altLabel,,ensure software accessibility,Added,en
http://data.europa.eu/esco/skill/5db4eeb9-e064-474b-a9de-85cc6bbf97e4,lay pipe installation,altLabel,pipeline system  construction,pipeline system construction,Updated,en
http://data.europa.eu/esco/skill/5ad31f50-15ca-4940-8db3-2104c9b79d0b,assist the veterinary surgeon as a scrub nurse,description,Provide assistance in the handling of equipment and materials in a sterile manner during surgical procedures in operating theatre.',Provide assistance in the handling of equipment and materials in a sterile manner during surgical procedures in operating theatre.'.,Updated,en
http://data.europa.eu/esco/skill/77f109c4-3107-4d2a-a512-5160ac103933,analyse environmental data,altLabel,analyze  environmental data,analyze environmental data,Updated,en
http://data.europa.eu/esco/skill/ed0718f6-5823-4c74-9749-2936c9c06203,develop audit plan,altLabel,,draft audit plans,Added,en
http://data.europa.eu/esco/skill/1f90c205-f869-4dcf-a374-c4fdeded9cbc,Malay,description,The Malay language.,The Malay language.,Updated,en
http://data.europa.eu/esco/skill/fbf53f87-9192-4a7f-b3c9-92a8c395c719,EU law,description,"EU law encompasses all the rules which are part of the EU legal order as well as the general principles established by the Court of Justice of the European Union. This set of rules consist of Treaties, the Charter of Fundamental Rights and the legal acts adopted by the EU Institutions which enables the European Union to exercise its powers. ","EU law encompasses all the rules which are part of the EU legal order as well as the general principles established by the Court of Justice of the European Union. This set of rules consist of Treaties, the Charter of Fundamental Rights and the legal acts adopted by the EU Institutions which enables the European Union to exercise its powers.",Updated,en
http://data.europa.eu/esco/skill/f9670490-8aa4-4540-b121-d440a8294aab,develop data processing applications,altLabel,,create data processing applications,Added,en
http://data.europa.eu/esco/skill/6f142deb-03a9-4cd7-94ce-e0f023ae2169,communicating,hiddenLabel,communicate ideas and information effectively in writing,communicate ideas and information effectively in writing,Updated,en
http://data.europa.eu/esco/skill/7d913551-e17a-40ba-baf7-48d0c3b12e50,predictive maintenance,description,The use of data analytics and mathematical calculation to manage and monitor the conditions of machines and production processes. ,The use of data analytics and mathematical calculation to manage and monitor the conditions of machines and production processes.,Updated,en
http://data.europa.eu/esco/skill/5db4eeb9-e064-474b-a9de-85cc6bbf97e4,lay pipe installation,altLabel,pipeline system  assembly,pipeline system assembly,Updated,en
http://data.europa.eu/esco/skill/39e7d2a3-8d01-497c-8c5f-d51ab53a4a22,present arguments persuasively,altLabel,lead points of view  persuasively,lead points of view persuasively,Updated,en
http://data.europa.eu/esco/skill/1cbeb169-76fe-4865-be00-6c7618c5fd9f,deliberate prior learning assessment results,altLabel,establish prior assessment results for learning,establish prior assessment results for learning,Updated,en
http://data.europa.eu/esco/skill/b1084057-66a7-4ab6-8162-41c4e74d00cb,carry out repairs and maintenance of vehicle bodies,altLabel,complete  repairs and maintenance of vehicle bodies,complete repairs and maintenance of vehicle bodies,Updated,en
http://data.europa.eu/esco/skill/64852ade-6ae1-4760-ba4a-976bf07ca255,manage disaster recovery plans,altLabel,,prepare disaster recovery plans,Added,en
http://data.europa.eu/esco/skill/b674787e-e4fa-44d1-9ba7-045d3c882a62,coating machine parts,altLabel,finishing appliance  items,finishing appliance items,Updated,en
http://data.europa.eu/esco/skill/4f8f9d1e-6672-4e58-abb2-258e8b1c700f,manoeuvre bus,altLabel,maneuver  bus,maneuver bus,Updated,en
http://data.europa.eu/esco/skill/36c9717b-e53a-4d16-b7df-b6555eff43f8,operating watercraft,scopeNote,"Examples:
- Operate mechanical equipment of ships
- Operate small craft
- Use fishing vessel equipment
- Navigate European inland waterways
- Steer vessels","Examples:
- Operate mechanical equipment of ships
- Operate small craft
- Use fishing vessel equipment
- Navigate European inland waterways
- Steer vessels.",Updated,en
http://data.europa.eu/esco/skill/3d64b8fd-bb09-4d13-a3cf-300ed8909088,write specifications,altLabel,write service  specification,write service specification,Updated,en
http://data.europa.eu/esco/skill/901105f8-3a08-453e-b1dc-23619e317fd3,create flowchart diagram,altLabel,,generate flow diagram,Added,en
http://data.europa.eu/esco/skill/9aba81c6-b5b3-4c32-ab93-4280c17179fc,manage relationships with artists,altLabel,maintain  relationships with artists,maintain relationships with artists,Updated,en
http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95,business strategy concepts,altLabel,,business strategy level,Added,en
http://data.europa.eu/esco/skill/e78ac0fc-7a1d-4462-960a-a560c2e152ce,practise singing,altLabel,practice  singing,practice singing,Updated,en
http://data.europa.eu/esco/skill/c5e8abde-d2ba-4e8e-a65e-720b71180666,unstructured data,altLabel,,types of unstructured data,Added,en
http://data.europa.eu/esco/skill/6141595f-a016-4ef9-9487-3829f6804715,design a media integration system,prefLabel,design a media integration system ,design a media integration system,Updated,en
http://data.europa.eu/esco/skill/8744f28f-59a9-45af-8ef6-6944cb5a1473,risk identification,description,"The different types of risk and the related classification criteria such as their nature and scope, the activity to which they relate, their causes and consequences and their financing.  ","The different types of risk and the related classification criteria such as their nature and scope, the activity to which they relate, their causes and consequences and their financing.",Updated,en
http://data.europa.eu/esco/skill/f1c5dd7f-8be0-4c07-a1bb-f2f9f81eba03,use casts of body parts,altLabel,utilise casts ,utilise casts,Updated,en
http://data.europa.eu/esco/skill/dba46f87-0831-49cd-a1c7-340a653c0221,Agile development,altLabel,,Agile scrum development framework,Added,en
http://data.europa.eu/esco/skill/9b9146f4-1108-47d0-ad39-82b3cd1f7487,prepare mould for vacuum forming,altLabel,prepare mold  for vacuum forming,prepare mold for vacuum forming,Updated,en
http://data.europa.eu/esco/skill/57a0151d-1ffa-4127-8510-71f7f7ab9ec1,assess the colour curing of tobacco leaves,altLabel,assess the color  curing of tobacco leaves,assess the color curing of tobacco leaves,Updated,en
http://data.europa.eu/esco/skill/2b60c0cf-6ce6-4f04-9748-0e6d883673d8,conduct laboratory chemical research on metals,altLabel,quality test performance  on metals,quality test performance on metals,Updated,en
http://data.europa.eu/esco/skill/1c00bc98-2713-4c62-82c5-6d86f2e6a4cb,principles of animation,altLabel,,body motion animation techniques,Added,en
http://data.europa.eu/esco/skill/5100aeb3-948d-4163-91ad-703a4116bdba,commission evaluation,prefLabel,commission evaluation ,commission evaluation,Updated,en
http://data.europa.eu/esco/skill/872a1632-f1db-4feb-bb27-0a6a359b7591,promote open innovation in research,description,"Apply techniques, models, methods and strategies which contribute to the promotion of steps towards innovation through collaboration with people and organizations outside the organisation.
","Apply techniques, models, methods and strategies which contribute to the promotion of steps towards innovation through collaboration with people and organizations outside the organisation.",Updated,en
http://data.europa.eu/esco/skill/da802060-ddcf-499d-ba4e-d04c5804e84d,orthotic devices,altLabel,,orthotic braces,Added,en
http://data.europa.eu/esco/skill/883eab8c-d8a6-4e8b-9b11-7d9001e172ab,designing systems and products,scopeNote,"Excludes:
- Styling hair
- Creating artistic, visual or instructive materials","Excludes:
- Styling hair
- Creating artistic, visual or instructive materials.",Updated,en
http://data.europa.eu/esco/skill/b79955b0-8ca8-4a9f-8134-41c06cdbc234,ensure compliance with civil aviation regulations,description,Ensure best practice standards are adopted and all regulatory requirements met,Ensure best practice standards are adopted and all regulatory requirements met.,Updated,en
http://data.europa.eu/esco/skill/908f0c27-ccc8-4c8f-b926-037c3beaebd3,support veterinary diagnostic imaging procedures,description,Prepare the equipment and animal for diagnostic imaging. Conduct or support diagnostic imaging procedures. Provide care for the animal undergoing diagnostic imaging.',Prepare the equipment and animal for diagnostic imaging. Conduct or support diagnostic imaging procedures. Provide care for the animal undergoing diagnostic imaging.'.,Updated,en
http://data.europa.eu/esco/skill/94193295-26de-42e5-a8e9-2ef7597e59f5,identify key processes of traceability systems,prefLabel,identify key processes of traceability systems ,identify key processes of traceability systems,Updated,en
http://data.europa.eu/esco/skill/dedc0c13-f904-4d2f-b5f8-71fd403a3951,operate edge banding machinery,altLabel,use  heat sealing machinery,use heat sealing machinery,Updated,en
http://data.europa.eu/esco/skill/1dcfa7d1-cfa9-4d40-9c82-e045d9b27232,advise customers on jewellery and watches,altLabel,advise customers on jewelry  and watches,advise customers on jewelry and watches,Updated,en
http://data.europa.eu/esco/skill/76ef6ed3-1658-4a1a-9593-204d799c6d0c,NoSQL,altLabel,,Not Only SQL database management system,Added,en
http://data.europa.eu/esco/skill/26ca7ed6-80a7-47e3-92f5-6e6016adeb95,set colour profiles,altLabel,set color  profiles,set color profiles,Updated,en
http://data.europa.eu/esco/skill/c57fbedb-6e0b-49cf-9ba2-cf431d61972e,manage claims process,altLabel,maintain  claims process,maintain claims process,Updated,en
http://data.europa.eu/esco/skill/3529d640-5d49-45fe-8ede-491e9c8e0447,maintain laboratory equipment,altLabel,maintain lab equipment,maintain lab equipment,Updated,en
http://data.europa.eu/esco/skill/7194cdea-bca7-4c4a-8d49-3cb54b89d5a0,providing therapy or veterinary treatment for animals,scopeNote,"Examples:
- Perform surgical procedures on animals
- Perform artificial insemination 
- Manage care of veterinary patients in accommodation
- Trim bovine hooves","Examples:
- Perform surgical procedures on animals
- Perform artificial insemination - Manage care of veterinary patients in accommodation
- Trim bovine hooves.",Updated,en
http://data.europa.eu/esco/skill/ea1bf5e5-e7f0-4d2c-a415-1c39c00512b1,document management,altLabel,,document tracking,Added,en
http://data.europa.eu/esco/skill/2b834a98-14ff-47e1-8aef-cf8ffae912fa,collect mapping data,altLabel,collecting of  mapping data,collecting of mapping data,Updated,en
http://data.europa.eu/esco/skill/60555243-213b-44df-ab2e-3a79639c0123,conduct specialised orthoptic tests,altLabel,conduct specialized  orthoptic tests,conduct specialized orthoptic tests,Updated,en
http://data.europa.eu/esco/skill/23072dbb-e93b-48ab-8756-c64f74aaab26,apply forest legislation,description,Apply laws that govern activities in forest lands in order to protect resources and prevent harmful actions such as forest clearing and logging. ,Apply laws that govern activities in forest lands in order to protect resources and prevent harmful actions such as forest clearing and logging.,Updated,en
http://data.europa.eu/esco/skill/090b7d62-bd5b-48c8-a339-d33e7992a9ca,swaging machine types,altLabel,forge metal alteration machine  varieties,forge metal alteration machine varieties,Updated,en
http://data.europa.eu/esco/skill/57e6af87-8a6b-4ecb-88e5-7c80b582ddd7,using precision instrumentation and equipment,scopeNote,"Excludes:
- Installing and setting up precision equipment","Excludes:
- Installing and setting up precision equipment.",Updated,en
http://data.europa.eu/esco/skill/02e235f4-a30a-412a-a06e-1c471ad28678,follow procedures to control substances hazardous to health,altLabel,follow health procedures for the  control of hazardous substances,follow health procedures for the control of hazardous substances,Updated,en
http://data.europa.eu/esco/skill/83fbfa2f-0eb7-4667-a574-d12e3b7fdc2b,acquire licences for the use of weapons,altLabel,acquire licenses  for the use of weapons,acquire licenses for the use of weapons,Updated,en
http://data.europa.eu/esco/skill/e843973c-23dd-416a-8a9c-9e89512542fb,logistics,altLabel,,in-house logistics knowledge,Added,en
http://data.europa.eu/esco/skill/eaece6b2-97f1-49df-b6b9-1691fb3bf797,analyse legal enforceability,altLabel,analyze  enforceability,analyze enforceability,Updated,en
http://data.europa.eu/esco/skill/33d2b6e8-bfd5-4b1d-951d-d5d5f399ecb6,train medical students,prefLabel,train medical students ,train medical students,Updated,en
http://data.europa.eu/esco/skill/2857540c-180b-4208-9127-e94a01871966,align software with system architectures,altLabel,,coordinate software with architectural structures,Added,en
http://data.europa.eu/esco/skill/307f452b-27a0-40cc-8ffd-c03aea4d4b4f,evacuate people from flooded areas,altLabel,take  people from deluged areas,take people from deluged areas,Updated,en
http://data.europa.eu/esco/skill/c58b0b52-0ec5-4cb9-90f8-0568ca0e3ce2,provide secured transportation,altLabel,furnish  secured transportation,furnish secured transportation,Updated,en
http://data.europa.eu/esco/skill/578ea133-eaf3-4542-a727-fe4fc8a6b5a9,analyse personal fitness information,altLabel,analyze  personal fitness information,analyze personal fitness information,Updated,en
http://data.europa.eu/esco/skill/a4c40f64-e8d4-4677-a741-ec04e63fa284,design original furniture,altLabel,create  furniture,create furniture,Updated,en
http://data.europa.eu/esco/skill/2839f191-cd94-49a9-ac16-46018066b8b2,liaise with local authorities,altLabel,work with  local councils,work with local councils,Updated,en
http://data.europa.eu/esco/skill/1019423b-3368-4f83-b24f-19e5fa23e816,software UI design patterns,altLabel,,software UI design best practices,Added,en
http://data.europa.eu/esco/skill/e85cff6b-ee0e-4106-98f0-b57b39a2ea3f,execute disease and pest control activities,scopeNote,"Tasks may include identifying types and features of diseases in plants and crop; carry out crop spraying, for weeds, pest and disease operations in line with relevant guidelines and customer requirements. Carry out slurry and fertiliser spreading in accordance with environmental regulations. 
Working with pesticides may require special certificates in some countries and recording the data about the usage of pesticides.","Tasks may include identifying types and features of diseases in plants and crop; carry out crop spraying, for weeds, pest and disease operations in line with relevant guidelines and customer requirements. Carry out slurry and fertiliser spreading in accordance with environmental regulations. Working with pesticides may require special certificates in some countries and recording the data about the usage of pesticides.",Updated,en
http://data.europa.eu/esco/skill/4dafe480-f2ae-46b5-bd5e-8d4e538f50c7,identify training needs,altLabel,,pinpoint training needs,Added,en
http://data.europa.eu/esco/skill/0c904534-d935-48b8-8e0f-1c43a14fe3a3,prepare raw materials for man-made fibres manufacturing,altLabel,prepare raw materials for man-made fibers  manufacturing,prepare raw materials for man-made fibers manufacturing,Updated,en
http://data.europa.eu/esco/skill/7a17d7ce-01a2-4746-bbcc-22ffe22fa16e,monitor technology trends,altLabel,,keep abreast of technical innovations,Added,en
http://data.europa.eu/esco/skill/cb65d537-9a5e-4e73-914f-f4ed2b67301c,use questioning techniques for assessment,altLabel,assess through questioning techniques ,assess through questioning techniques,Updated,en
http://data.europa.eu/esco/skill/ebd90bfe-ab0f-4155-a77c-3de9267b27a1,metal smoothing technologies,altLabel,metal  polishing and buffing techniques,metal polishing and buffing techniques,Updated,en
http://data.europa.eu/esco/skill/5ef0c719-5bcb-49f8-b8eb-824388225333,use scripting programming,altLabel,,use ICT tools for computer code creation,Added,en
http://data.europa.eu/esco/skill/9b862976-aa05-4bde-8ed6-8f39790edd0f,procurement legislation,altLabel,,areas of law for public procurement,Added,en
http://data.europa.eu/esco/skill/313ca66d-01e6-49af-aa8c-cf8f27c00814,operate masonry power saw,altLabel,using  hand held masonry saw,using hand held masonry saw,Updated,en
http://data.europa.eu/esco/skill/7d5ff73e-7bea-436d-974f-3a51ce24a138,develop virtual game engine,altLabel,,create game development framework,Added,en
http://data.europa.eu/esco/skill/0f214f63-f8bd-49b0-b6c0-160650b0ca89,select mould types,altLabel,select mold  types,select mold types,Updated,en
http://data.europa.eu/esco/skill/4af2461d-02b4-4fca-a070-c6399a6f1fb4,analyse oil operations data,altLabel,record oil operations  data,record oil operations data,Updated,en
http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d,analysing scientific and medical data,scopeNote,"Excludes:
- Using ICT tools to analyse and process data.
- Analysing and testing samples

Examples:
- Interpret haematological test results
- Analyse environmental data","Excludes:
- Using ICT tools to analyse and process data.
- Analysing and testing samples Examples:
- Interpret haematological test results
- Analyse environmental data.",Updated,en
http://data.europa.eu/esco/skill/bd698bbe-7003-4508-b422-46c2ff4d5e95,business strategy concepts,altLabel,,business strategy tiers,Added,en
http://data.europa.eu/esco/skill/24016006-c963-4135-a2c5-b1f7740782e2,maintain client debt records,altLabel,sustain  client debt records,sustain client debt records,Updated,en
http://data.europa.eu/esco/skill/9b4ed5f2-0cf8-47d6-b2cf-4b447978b4bf,tend hot rolling mill,altLabel,guard  hot rolling mill,guard hot rolling mill,Updated,en
http://data.europa.eu/esco/skill/37f2f637-1f54-4ea1-b677-5ca6cac24993,fabricating medical and prosthetic devices,scopeNote,"Excludes:
- Operation of automated assembly equipment or machines
- Fabricating or repairing optical devices

Examples:
- Manufacture dental prostheses
- Create lifecasts
- Repair orthopaedic goods","Excludes:
- Operation of automated assembly equipment or machines
- Fabricating or repairing optical devices Examples:
- Manufacture dental prostheses
- Create lifecasts
- Repair orthopaedic goods.",Updated,en
http://data.europa.eu/esco/skill/c39677dc-8a4f-4433-b678-1097eaec65da,maintain inventory of rented items,altLabel,control  inventory of rented items,control inventory of rented items,Updated,en
http://data.europa.eu/esco/skill/2c4e11ef-da18-4e19-816b-e6bc19e12424,use logic programming,description,"Utilise specialised ICT tools to create computer code composed of series of sentences in logical form, expressing rules and facts about some problem domain. Use programming languages which support this method such as Prolog, Answer Set Programming and Datalog.","Utilise specialised ICT tools to create computer code composed of series of sentences in logical form, expressing rules and facts about some problem domain. Use programming languages which support this method such as Prolog, Answer Set Programming and Datalog.",Updated,en
http://data.europa.eu/esco/skill/861cc783-6d4c-442e-9081-3a6e389be454,install electronic communication equipment,altLabel,,set up electronic communication equipment,Added,en
http://data.europa.eu/esco/skill/8f95b889-fdad-4b59-8959-953ac181f388,define the visual universe of your creation,description,"Define the visual universe that will surround the creation using painting, drawing, lighting, projections or other visual means","Define the visual universe that will surround the creation using painting, drawing, lighting, projections or other visual means.",Updated,en
http://data.europa.eu/esco/skill/0a4c5823-8b09-4e6b-95b4-8036ef3b9c4c,advocating for individual or community needs,scopeNote,"Excludes:
- Promoting goods and services
- Representing clients in legal proceeding

Examples:
- Advocate for healthcare users' needs
- Promote service users' rights
- Influence legislators","Excludes:
- Promoting goods and services
- Representing clients in legal proceeding Examples:
- Advocate for healthcare users' needs
- Promote service users' rights
- Influence legislators.",Updated,en
http://data.europa.eu/esco/skill/5ea2d808-461b-4a56-b669-69fefc1b80da,capital goods industry,description,"The industry focused on the capital goods sector composed by machinery manufacturing companies that play a key role in producing and distributing capital goods such as electrical, defense or construction equipment. ","The industry focused on the capital goods sector composed by machinery manufacturing companies that play a key role in producing and distributing capital goods such as electrical, defense or construction equipment.",Updated,en
http://data.europa.eu/esco/skill/d5a59ca8-2e91-472e-8571-d12ce4478679,Process-based management,altLabel,,process-based project management methodology,Added,en
http://data.europa.eu/esco/skill/c3b618df-1969-42da-a021-9f71ab6ece01,carry out humane harvesting practices,description,Harvest and slaughter fish at sea or fish farms in a human way for human consumption. ,Harvest and slaughter fish at sea or fish farms in a human way for human consumption.,Updated,en
http://data.europa.eu/esco/skill/3ebc672a-8049-4305-8c42-0e9168b92798,analyse booking patterns,altLabel,analyze  booking patterns,analyze booking patterns,Updated,en
http://data.europa.eu/esco/skill/486e0580-470f-42a2-bd6d-ec940c239a9b,analyse packaging requirements,altLabel,analyze  packaging requirements,analyze packaging requirements,Updated,en
http://data.europa.eu/esco/skill/dda745dd-b8d6-45d8-8c74-e05495ce90f5,sustainable development goals,prefLabel,sustainable development goals ,sustainable development goals,Updated,en
http://data.europa.eu/esco/skill/0f8f9438-8529-41b8-bb7a-4d91121e3192,making patterns and templates,scopeNote,"Examples:
- Create floor plan template
- Create patterns for garments","Examples:
- Create floor plan template
- Create patterns for garments.",Updated,en
http://data.europa.eu/esco/skill/7a17d7ce-01a2-4746-bbcc-22ffe22fa16e,monitor technology trends,altLabel,,follow technology industry trends and new technologies,Added,en
http://data.europa.eu/esco/skill/35f1be97-06c4-4367-a067-7e0e94f2fa70,use digital device operating systems,altLabel,use  operating systems for digital devices,use operating systems for digital devices,Updated,en
http://data.europa.eu/esco/skill/0af062de-eb43-41e9-9b96-249e2cd22d26,use markup languages,altLabel,,use Html,Added,en
http://data.europa.eu/esco/skill/0fdc32f8-d7f4-48c3-895a-5aefc23a44b4,perform ideation activities,description,"Implement the different techniques to generate ideas.  Sketching, prototyping and brainstorming are examples of these techniques.","Implement the different techniques to generate ideas. Sketching, prototyping and brainstorming are examples of these techniques.",Updated,en
http://data.europa.eu/esco/skill/f9a6f35b-01a7-40c9-8b61-b6ee46f97272,operating systems,altLabel,,VMS,Added,en
http://data.europa.eu/esco/skill/82c1ddba-af60-4061-a572-b33fc71d1baa,run errands on behalf of customers,description,"Take orders and follow requests on behalf of a client, such as go shopping or pick up dry cleaning.","Take orders and follow requests on behalf of a client, such as go shopping or pick up dry cleaning.",Updated,en
http://data.europa.eu/esco/skill/7f783956-f734-4d56-85de-10f0c1706f8a,record customers' personal data,altLabel,compendium  customers' personal data,compendium customers' personal data,Updated,en
http://data.europa.eu/esco/skill/e2088cd0-b174-468a-adc0-921efdadb337,sign language,altLabel,Danish Sign Language ,Danish Sign Language,Updated,en
http://data.europa.eu/esco/skill/330772b3-288c-41b9-a5f3-157f71bc938d,paleography,description,"The study of handwriting and its processes and forms to decipher, interpret and transcribe ancient manuscripts and handwriting styles from different historical periods","The study of handwriting and its processes and forms to decipher, interpret and transcribe ancient manuscripts and handwriting styles from different historical periods.",Updated,en
http://data.europa.eu/esco/skill/01d80f57-3906-44e9-8592-fd1bd8a35808,medico-biological and medical sciences related to dentistry,altLabel,denistry-related medico-biological and medical sciences,dentistry-related medico-biological and medical sciences,Updated,en
http://data.europa.eu/esco/skill/2d407c34-5699-42dc-ab58-373652d69aef,support social service users in skills management,description,Provide support to individuals in determining the skills they need in they everyday lives and help them in their skills development. ,Provide support to individuals in determining the skills they need in they everyday lives and help them in their skills development.,Updated,en
http://data.europa.eu/esco/skill/ca73ac82-867a-4afa-9732-834aebe896ff,ICT system user requirements,altLabel,,analysis of user requirements in ICT systems,Added,en
http://data.europa.eu/esco/skill/300d432b-f457-4cd3-9cb1-1858c7d14954,OpenEdge Advanced Business Language,altLabel,,OpenEdge Advanced Business Language techniques,Added,en
http://data.europa.eu/esco/skill/3181325d-0590-4c6e-8db1-8278427c18ff,analyse information processes,altLabel,analyze  information processes,analyze information processes,Updated,en
http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,SAS language,altLabel,,SAS techniques for software development,Added,en
http://data.europa.eu/esco/skill/A1.13.3,stay within budget,scopeNote,"Excludes:
- Managing budgets

Examples:
- Finish project within budget","Excludes:
- Managing budgets Examples:
- Finish project within budget.",Updated,en
http://data.europa.eu/esco/skill/f4346da3-f6b2-4389-8a67-7c443b7e1609,practising sports,scopeNote,"Examples:
- participate in athletic events
- perform stunts
- participate in physical training","Examples:
- participate in athletic events
- perform stunts
- participate in physical training.",Updated,en
http://data.europa.eu/esco/skill/A1.8.0,demonstrate willingness to learn,scopeNote,"Includes:
- Keeping knowledge up to date

Excludes:
- Use learning strategies","Includes:
- Keeping knowledge up to date Excludes:
- Use learning strategies.",Updated,en
http://data.europa.eu/esco/skill/f5308e60-d763-4ead-be95-88c96fb3e02b,adapt to changes in technological development plans,altLabel,,meet organisational needs for technological projects,Added,en
http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436,penetration testing tool,description,"The specialised ICT tools which test security weaknesses of the system for potentially unauthorised access to system information such as Metasploit, Burp suite and Webinspect.","The specialised ICT tools which test security weaknesses of the system for potentially unauthorised access to system information such as Metasploit, Burp suite and Webinspect.",Updated,en
http://data.europa.eu/esco/skill/8ec9ec6a-d8f2-41e8-a965-09e9d6170308,calculate cost of covering,altLabel,estimate  cost of covering,estimate cost of covering,Updated,en
http://data.europa.eu/esco/skill/17fa5b53-fd59-49eb-8763-29255a185d26,prepare the ground,altLabel, prepare land for turf laying,prepare land for turf laying,Updated,en
http://data.europa.eu/esco/skill/67df159c-735e-4784-b75b-90859ea8a170,manufacture of small metal parts,description,"The manufacture of metal cable, plaited bands and other articles of that type, uninsulated or insulated cable not capable of being used as a conductor of electricity, coated or cored wire as well as barbed wire, wire fencing, grill, netting, cloth etc. Manufacture of coated electrodes for electric arc-welding, nails and pins, chain and springs (except watch springs),  as well as leaves for springs.","The manufacture of metal cable, plaited bands and other articles of that type, uninsulated or insulated cable not capable of being used as a conductor of electricity, coated or cored wire as well as barbed wire, wire fencing, grill, netting, cloth etc. Manufacture of coated electrodes for electric arc-welding, nails and pins, chain and springs (except watch springs), as well as leaves for springs.",Updated,en
http://data.europa.eu/esco/skill/a3ce2bf7-5562-4639-9b52-fdb4850a3904,ICT problem management techniques,altLabel,,types of ICT problem management techniques,Added,en
